Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,Selling  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1112172638,03-01-2024,19.45,-19.45,457495.0,BOX,Issue to Patient,1.0,14.125,-14.125,1.0,14.125
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1114027484,07-01-2024,19.45,-19.45,457495.0,BOX,Issue to Patient,1.0,14.125,-14.125,0.0,0.0
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1114164948,07-01-2024,19.45,-19.45,457495.0,BOX,Issue to Patient,1.0,14.125,-14.125,0.0,0.0
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1124753331,27-01-2024,19.45,-19.45,457496.0,BOX,Issue to Patient,1.0,14.125,-14.125,4.0,56.49999
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1124886484,27-01-2024,19.45,-38.9,457496.0,BOX,Issue to Patient,2.0,14.125,-28.24999,2.0,28.24999
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1125194819,28-01-2024,19.45,-38.9,457496.0,BOX,Issue to Patient,2.0,14.125,-28.24999,0.0,0.0
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1125495189,28-01-2024,19.45,-19.45,457496.0,BOX,Issue to Patient,1.0,14.125,-14.125,5.0,70.62499
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1129187079,04-02-2024,19.45,-19.45,457496.0,BOX,Issue to Patient,1.0,14.125,-14.125,4.0,56.49999
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1134236385,13-02-2024,19.45,-38.9,457496.0,BOX,Issue to Patient,2.0,14.125,-28.24999,4.0,56.49999
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1137314951,19-02-2024,19.45,-19.45,457496.0,BOX,Issue to Patient,1.0,14.125,-14.125,5.0,70.62499
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1138302683,21-02-2024,19.45,-19.45,457496.0,BOX,Issue to Patient,1.0,14.125,-14.125,4.0,56.49999
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1138473723,21-02-2024,19.45,-19.45,457496.0,BOX,Issue to Patient,1.0,14.125,-14.125,3.0,42.37499
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1138954445,22-02-2024,19.45,-19.45,457496.0,BOX,Issue to Patient,1.0,14.125,-14.125,3.0,42.37499
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1140104990,25-02-2024,19.45,-19.45,457497.0,BOX,Issue to Patient,1.0,14.125,-14.125,2.0,28.24999
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1154683403,24-03-2024,19.45,-19.45,457496.0,BOX,Issue to Patient,1.0,14.125,-14.125,4.0,56.49999
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1161955932,10-04-2024,19.45,-19.45,457498.0,BOX,Issue to Patient,1.0,14.125,-14.125,3.0,42.37499
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1162717567,14-04-2024,19.45,-19.45,457498.0,BOX,Issue to Patient,1.0,14.125,-14.125,2.0,28.24999
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1163298027,15-04-2024,19.45,-19.45,457498.0,BOX,Issue to Patient,1.0,14.125,-14.125,1.0,14.125
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1163298481,15-04-2024,19.45,-19.45,457497.0,BOX,Issue to Patient,1.0,14.125,-14.125,0.0,0.0
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1164562561,17-04-2024,19.45,-19.45,457496.0,BOX,Issue to Patient,1.0,14.125,-14.125,0.0,0.0
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1165737003,20-04-2024,19.45,-19.45,457497.0,BOX,Issue to Patient,1.0,14.125,-14.125,2.0,28.24999
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1166947453,22-04-2024,19.45,-19.45,457497.0,BOX,Issue to Patient,1.0,14.125,-14.125,7.0,98.87498
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1168146812,24-04-2024,19.45,-19.45,457497.0,BOX,Issue to Patient,1.0,14.125,-14.125,6.0,84.74998
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1168502270,24-04-2024,19.45,-19.45,457497.0,BOX,Issue to Patient,1.0,14.125,-14.125,5.0,70.62499
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1168511572,24-04-2024,19.45,-19.45,457497.0,BOX,Issue to Patient,1.0,14.125,-14.125,4.0,56.49999
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1169159897,26-04-2024,19.45,-19.45,457497.0,BOX,Issue to Patient,1.0,14.125,-14.125,3.0,42.37499
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1170156447,28-04-2024,19.45,-19.45,457497.0,BOX,Issue to Patient,1.0,14.125,-14.125,3.0,42.37499
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1171890890,01-05-2024,19.45,-19.45,457497.0,BOX,Issue to Patient,1.0,14.125,-14.125,3.0,42.37499
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1175083722,07-05-2024,19.45,-19.45,457497.0,BOX,Issue to Patient,1.0,14.125,-14.125,2.0,28.24999
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1177544918,11-05-2024,19.45,-19.45,457497.0,BOX,Issue to Patient,1.0,14.125,-14.125,1.0,14.125
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1180931996,17-05-2024,19.45,-19.45,457497.0,BOX,Issue to Patient,1.0,14.125,-14.125,5.0,70.62499
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1180964029,17-05-2024,19.45,-97.25,4574100.0,BOX,Issue to Patient,5.0,14.125,-70.62499,0.0,0.0
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1196214627,12-06-2024,19.45,-19.45,4574100.0,BOX,Issue to Patient,1.0,14.125,-14.125,8.0,112.99998
6450030065,DIFLUCAN 150 MG CAP 1'S,Medicine,Rayan Hospital,RYN_IP,,,,1197344518,14-06-2024,19.45,-19.45,4574100.0,BOX,Issue to Patient,1.0,14.125,-14.125,7.0,98.87498
