Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,Selling  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6830010571,DEPOMEDROL-80MG INJECTION-1'S,Medicine,Rayan Hospital Clinics,RAY_OR,,,,1110878225,01-01-2024,19.55,-19.55,453366.0,AMP,Issue to Patient,1.0,17.10359,-17.10359,38.0,649.93642
6830010571,DEPOMEDROL-80MG INJECTION-1'S,Medicine,Rayan Hospital Clinics,RAY_OR,,,,1114505893,08-01-2024,19.55,-19.55,453366.0,AMP,Issue to Patient,1.0,17.10359,-17.10359,37.0,632.83283
6830010571,DEPOMEDROL-80MG INJECTION-1'S,Medicine,Rayan Hospital Clinics,RAY_OR,,,,1114514663,08-01-2024,19.55,-19.55,453366.0,AMP,Issue to Patient,1.0,17.10359,-17.10359,36.0,615.72924
6830010571,DEPOMEDROL-80MG INJECTION-1'S,Medicine,Rayan Hospital Clinics,RAY_OR,,,,1114640882,08-01-2024,19.55,-39.1,453366.0,AMP,Issue to Patient,2.0,17.10359,-34.20718,34.0,581.52206
6830010571,DEPOMEDROL-80MG INJECTION-1'S,Medicine,Rayan Hospital Clinics,RAY_OR,,,,1114659435,08-01-2024,19.55,-19.55,453368.0,AMP,Issue to Patient,1.0,17.10359,-17.10359,33.0,564.41847
6830010571,DEPOMEDROL-80MG INJECTION-1'S,Medicine,Rayan Hospital Clinics,RAY_OR,,,,1118823384,16-01-2024,19.55,-39.1,453368.0,AMP,Issue to Patient,2.0,17.10359,-34.20718,31.0,530.21129
6830010571,DEPOMEDROL-80MG INJECTION-1'S,Medicine,Rayan Hospital Clinics,RAY_OR,,,,1119440703,17-01-2024,19.55,-39.1,453368.0,AMP,Issue to Patient,2.0,17.10359,-34.20718,29.0,496.00411
6830010571,DEPOMEDROL-80MG INJECTION-1'S,Medicine,Rayan Hospital Clinics,RAY_OR,,,,1119458059,17-01-2024,19.55,-39.1,453368.0,AMP,Issue to Patient,2.0,17.10359,-34.20718,27.0,461.79693
6830010571,DEPOMEDROL-80MG INJECTION-1'S,Medicine,Rayan Hospital Clinics,RAY_OR,,,,1121605962,21-01-2024,19.55,-39.1,453368.0,AMP,Issue to Patient,2.0,17.10359,-34.20718,25.0,427.58975
6830010571,DEPOMEDROL-80MG INJECTION-1'S,Medicine,Rayan Hospital Clinics,RAY_OR,,,,1122626542,23-01-2024,19.55,-19.55,453368.0,AMP,Issue to Patient,1.0,17.10359,-17.10359,24.0,410.48616
