Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,Selling  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1110878050,01-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,20.0,49.68608
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1111012406,01-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,19.0,47.20178
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1111518743,02-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,18.0,44.71748
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1111613028,02-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,17.0,42.23317
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1111696163,02-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,16.0,39.74887
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1112684428,04-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,15.0,37.26456
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1113396117,06-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,14.0,34.78026
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1113805895,06-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,13.0,32.29595
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1113968771,07-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,12.0,29.81165
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1114334710,07-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,21.0,52.17039
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1114580303,08-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,20.0,49.68608
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1115005492,09-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,19.0,47.20178
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1115339686,09-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,18.0,44.71748
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1115776601,10-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,17.0,42.23317
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1115815147,10-01-2024,2.84,-2.84,505621.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,16.0,39.74887
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1115897192,10-01-2024,2.84,-2.84,505622.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,15.0,37.26456
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1116314339,11-01-2024,2.84,-2.84,505622.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,14.0,34.78026
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1116414301,11-01-2024,2.84,-2.84,505622.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,13.0,32.29595
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1117219760,13-01-2024,2.84,-2.84,505622.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,12.0,29.81165
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1117715154,14-01-2024,2.84,-2.84,505622.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,21.0,52.17039
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1118466824,15-01-2024,2.84,-2.84,505622.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,20.0,49.68608
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1118485249,15-01-2024,2.84,-2.84,505622.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,19.0,47.20178
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1118919374,16-01-2024,2.84,-2.84,505622.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,19.0,47.20178
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1119509927,17-01-2024,2.84,-2.84,505622.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,18.0,44.71748
6830010172,ISOPTIN (VERAPAMIL) 2.5 MG/ML AMP 1'S,Medicine,Rayan Hospital Clinics,RAY_CATHLB,,,,1119627360,17-01-2024,2.84,-2.84,505622.0,AMP,Issue to Patient,1.0,2.4843,-2.4843,17.0,42.23317
